Department,Day,Starting.Time,Ending.Time,Course.Title,Course.Code,Subject.Code,Course,Academic.Year,Location,Lecture.Type,Lecturer.in.charge,Lecture.Time,Degree.Type,Stream
Computer Science,Tuesday,1970-01-01T08:00:00Z,1970-01-01T10:00:00Z,Visual Computing,CSC 312 2.0,CSC,CSC 312 2.0 Visual Computing,3,LCS1,Lecture,Prof. RGN Meegama,08:00-10:00,Honours,Physical
Computer Science,Tuesday,1970-01-01T10:00:00Z,1970-01-01T12:00:00Z,Theory of Computation,CSC 353 2.0,CSC,CSC 353 2.0 Theory of Computation,3,LCS1,Lecture,Mr. DDA Gamini,10:00-12:00,Honours,Physical
Computer Science,Wednesday,1970-01-01T08:00:00Z,1970-01-01T10:00:00Z,Machine Learning I,CSC 319 1.5,CSC,CSC 319 1.5 Machine Learning I,3,NFC3,Lecture,Ms. U Dikwatta,08:00-10:00,General,Physical
Computer Science,Wednesday,1970-01-01T10:00:00Z,1970-01-01T12:00:00Z,Machine Learning I,CSC 369 1.5,CSC,CSC 369 1.5 Machine Learning I,3,LCS2,Lecture,Prof. TGI Fernando,10:00-12:00,Honours,Physical
Computer Science,Wednesday,1970-01-01T01:00:00Z,1970-01-01T03:00:00Z,Computer Security,CSC 378 1.5,CSC,CSC 378 1.5 Computer Security,3,NFC3,Lecture,Dr. TMKK Jinasena,01:00-03:00,General,Physical
Computer Science,Wednesday,1970-01-01T01:00:00Z,1970-01-01T03:00:00Z,Computer Security,CSC 378 1.5,CSC,CSC 378 1.5 Computer Security,3,NFC3,Lecture,Dr. TMKK Jinasena,01:00-03:00,Honours,Physical
Computer Science,Thursday,1970-01-01T08:00:00Z,1970-01-01T10:00:00Z,Practicals,CSC P,CSC,CSC P Practicals,3,LCS1,Practical,NA,08:00-10:00,General,Physical
Computer Science,Thursday,1970-01-01T08:00:00Z,1970-01-01T10:00:00Z,Seminar I,CSC 362 1.5,CSC,CSC 362 1.5 Seminar I,3,LCS2,Lecture,Dr. PRS De Silva,08:00-10:00,Honours,Physical
Computer Science,Thursday,1970-01-01T10:00:00Z,1970-01-01T12:00:00Z,Data Structures and Algorithms II,CSC 357 2.0,CSC,CSC 357 2.0 Data Structures and Algorithms II,3,LCS2,Lecture,Prof. TGI Fernando,10:00-12:00,Honours,Physical
Computer Science,Monday,1970-01-01T08:00:00Z,1970-01-01T10:00:00Z,"Data Warehousing, Data Mining and Information Retrieval",CSC 463 2.0,CSC,"CSC 463 2.0 Data Warehousing, Data Mining and Information Retrieval",4,LCS1,Lecture,Dr. TMKK Jinasena,08:00-10:00,Honours,Physical
Computer Science,Monday,1970-01-01T10:00:00Z,1970-01-01T12:00:00Z,Mobile Computing,CSC 469 2.0,CSC,CSC 469 2.0 Mobile Computing,4,LCS2,Lecture,Prof. RGN Meegama,10:00-12:00,Honours,Physical
Computer Science,Monday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Miscellaneous Topics in Computer Science,CSC 460 2.0,CSC,CSC 460 2.0 Miscellaneous Topics in Computer Science,4,LCS2,Lecture,Dr. PRS De Silva,13:00-15:00,Honours,Physical
Computer Science,Tuesday,1970-01-01T08:00:00Z,1970-01-01T10:00:00Z,Intelligence Systems,CSC 453 2.0,CSC,CSC 453 2.0 Intelligence Systems,4,LCS2,Lecture,Mr. DDA Gamini,08:00-10:00,Honours,Physical
Computer Science,Tuesday,1970-01-01T10:00:00Z,1970-01-01T12:00:00Z,Digital Image Processing,CSC 462 2.0,CSC,CSC 462 2.0 Digital Image Processing,4,LCS2,Lecture,Prof. RGN Meegama,10:00-12:00,Honours,Physical
Computer Science,Tuesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Advanced Database System,CSC 468 2.0,CSC,CSC 468 2.0 Advanced Database System,4,LCS2,Lecture,Dr. EATA Edirisuriya,13:00-15:00,Honours,Physical
Computer Science,Wednesday,1970-01-01T08:00:00Z,1970-01-01T10:00:00Z,Robotics,CSC 465 2.0,CSC,CSC 465 2.0 Robotics,4,LCS2,Lecture,Dr. PRS De Silva,08:00-10:00,Honours,Physical
Computer Science,Wednesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Evolutionary Computing,CSC 467 2.0,CSC,CSC 467 2.0 Evolutionary Computing,4,LCS2,Lecture,Dr. MKA Ariyaratne,13:00-15:00,Honours,Physical
Computer Science,Monday,1970-01-01T10:00:00Z,1970-01-01T12:00:00Z,Computer Architecture,ICT 105 1.5,ICT,ICT 105 1.5 Computer Architecture,1,F1,Lecture,Dr. PSS Tissera,10:00-12:00,General,Physical
Computer Science,Tuesday,1970-01-01T08:00:00Z,1970-01-01T10:00:00Z,Tutorials,ICT T,ICT,ICT T Tutorials,1,,Tutorials,NA,08:00-10:00,General,Physical
Computer Science,Wednesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Fundamentals of Computer Programming,ICT 106 1.5,ICT,ICT 106 1.5 Fundamentals of Computer Programming,1,B3,Lecture,Mr. MDR Perera,13:00-15:00,General,Physical
Computer Science,Thursday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Software Engineering I,ICT 108 1.0,ICT,ICT 108 1.0 Software Engineering I,1,NFC3,Lecture,Ms. FS Sourjah,13:00-15:00,General,Physical
Computer Science,Friday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,Computer Programming - Laboratory I,ICT 107 1.0,ICT,ICT 107 1.0 Computer Programming - Laboratory I,1,LCS1,Lecture,Ms. U Dikwatta,13:00-14:00,General,Physical
Computer Science,Monday,1970-01-01T14:00:00Z,1970-01-01T16:00:00Z,Practicals,ICT P,ICT,ICT P Practicals,2,LCS1,Practical,NA,14:00-16:00,General,Physical
Computer Science,Tuesday,1970-01-01T15:00:00Z,1970-01-01T17:00:00Z,Data Structures and Algorithms,ICT 204 2.0,ICT,ICT 204 2.0 Data Structures and Algorithms,2,NFC4,Lecture,Dr. AMRR Bandara,15:00-17:00,General,Physical
Computer Science,Wednesday,1970-01-01T10:00:00Z,1970-01-01T12:00:00Z,Database Systems and Administration,ICT 206 1.5,ICT,ICT 206 1.5 Database Systems and Administration,2,P1,Lecture,Ms. FS Sourjah,10:00-12:00,General,Physical
Computer Science,Friday,1970-01-01T10:00:00Z,1970-01-01T12:00:00Z,Operating Systems,ICT 205 1.5,ICT,ICT 205 1.5 Operating Systems,2,NFC3,Lecture,Mr. MDR Perera,10:00-12:00,General,Physical
Computer Science,Monday,1970-01-01T14:00:00Z,1970-01-01T16:00:00Z,Enbedded Systems,ICT 305 2.0,ICT,ICT 305 2.0 Enbedded Systems,3,NFC3,Lecture,Mr. MDR Perera,14:00-16:00,General,Physical
Computer Science,Tuesday,1970-01-01T10:00:00Z,1970-01-01T12:00:00Z,Multimedia Technologies,ICT 304 1.5,ICT,ICT 304 1.5 Multimedia Technologies,3,NFC3,Lecture,Dr. AMRR Bandara,10:00-12:00,General,Physical
Computer Science,Thursday,1970-01-01T10:00:00Z,1970-01-01T12:00:00Z,Introduction to Artificial Intelligence,ICT 307 2.0,ICT,ICT 307 2.0 Introduction to Artificial Intelligence,3,NFC3,Lecture,Dr. MKA Ariyaratne,10:00-12:00,General,Physical
Computer Science,Thursday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Tutorials,ICT T,ICT,ICT T Tutorials,3,,Tutorials,NA,13:00-15:00,General,Physical
Computer Science,Friday,1970-01-01T10:00:00Z,1970-01-01T12:00:00Z,Mobile Application Development,ICT 306 1.5,ICT,ICT 306 1.5 Mobile Application Development,3,LCS2,Lecture,Ms. U Dikwatta,10:00-12:00,General,Physical
Genetics and Molecular Biology Unit,Monday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Molecular Cell Biology,GMB 101 2.0,GMB,GMB 101 2.0 Molecular Cell Biology,1,B3,Lecture,Dr. P. W. Jayatunga,10:15-12:00,General,Biology
Genetics and Molecular Biology Unit,Monday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,Laboratory Work in Genetics and Molecular Cell Biology,GMB 131 1.0,GMB,GMB 131 1.0 Laboratory Work in Genetics and Molecular Cell Biology,1,GMBU,Practicals,Dr. Hiruni Harischandra Dr. P. W. Jayatunga,13:00-16:00,General,Biology
Genetics and Molecular Biology Unit,Tuesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Fundamentals Genetics,GMB 102 2.0,GMB,GMB 102 2.0 Fundamentals Genetics,1,B3,Lecture,Dr. Hiruni Harischandra,10:15-12:00,General,Biology
Genetics and Molecular Biology Unit,Monday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Introduction to Bioinformatics,GMB 209 1.0,GMB,GMB 209 1.0 Introduction to Bioinformatics,2,F2,Lecture,Dr. Kasun M. Thambugala,10:15-12:00,General,Biology
Genetics and Molecular Biology Unit,Wednesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Tutorial,GMB T,GMB,GMB T Tutorial,2,T,Tutorial,NA,08:00-09:45,General,Biology
Genetics and Molecular Biology Unit,Wednesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Quantitative and population genetics,GMB 207 1.0,GMB,GMB 207 1.0 Quantitative and population genetics,2,F2,Lecture,Dr. Sachini Fernando,13:00-15:00,General,Biology
Genetics and Molecular Biology Unit,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Immunology,GMB 210 2.0,GMB,GMB 210 2.0 Immunology,2,F3,Lecture,Dr. P. W. Jayatunga,10:15-12:00,General,Biology
Genetics and Molecular Biology Unit,Friday,1970-01-01T08:00:00Z,1970-01-01T08:55:00Z,Tutorial,GMB T,GMB,GMB T Tutorial,2,T,Tutorial,NA,08:00-08:55,General,Biology
Genetics and Molecular Biology Unit,Monday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Biotechnology,GMB 311 2.0,GMB,GMB 311 2.0 Biotechnology,3,Zoology seminar room 2,Lecture,Dr. Kasun M. Thambugala,13:00-15:00,General,Biology
Genetics and Molecular Biology Unit,Monday,1970-01-01T15:00:00Z,1970-01-01T16:00:00Z,Advanced Population Genetics,GMB 301 1.0,GMB,GMB 301 1.0 Advanced Population Genetics,3,,Lecture,Dr. Sachini Fernando,15:00-16:00,General,Biology
Genetics and Molecular Biology Unit,Tuesday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,Practicals,GMB P,GMB,GMB P Practicals,3,P,Practicals,Dr. Dilakshini Dayananda,08:55-12:00,General,Biology
Genetics and Molecular Biology Unit,Tuesday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,Cell Signaling and Signal Transduction,GMB 313 1.0,GMB,GMB 313 1.0 Cell Signaling and Signal Transduction,3,Zoology seminar room 2,Lecture,Prof. L.D.C. Peiris,13:00-14:00,General,Biology
Genetics and Molecular Biology Unit,Wednesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Entrepreneurship,GMB 314 1.0,GMB,GMB 314 2.0 Entrepreneurship,3,,Lecture,Mr. A.L.K.R. Fernando,08:00-09:45,General,Biology
Genetics and Molecular Biology Unit,Wednesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Biochemistry,GMB 317 2.0,GMB,GMB 317 2.0 Biochemistry,3,GMBU,Lecture,P. W. Jayatunga,10:15-12:00,General,Biology
Genetics and Molecular Biology Unit,Wednesday,1970-01-01T16:00:00Z,1970-01-01T18:00:00Z,Introduction to Computer Programming and Web Designing,GMB 315 2.0,GMB,GMB 315 2.0 Introduction to Computer Programming and Web Designing,3,BLC,Lecture,Visiting Lectures,16:00-18:00,General,Biology
Genetics and Molecular Biology Unit,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Career Skill Development,GMB 319 1.0,GMB,GMB 319 1.0 Career Skill Development,3,F3,Lecture,NA,10:15-12:00,General,Biology
Genetics and Molecular Biology Unit,Friday,1970-01-01T08:55:00Z,1970-01-01T12:00:00Z,GMB Seminar,GMB 340 2.0,GMB,GMB 340 2.0 Seminar,3,GMBU,Lecture,Dr. Kasun M. Thambugala,08:55-12:00,Honours,Biology
Genetics and Molecular Biology Unit,Tuesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Marine biotech for sustainable development,GMB 418 2.0,GMB,GMB 418 2.0 Marine biotech for sustainable development,4,,Lecture,Dr. Kasun M. Thambugala,10:15-12:00,Honours,Biology
Genetics and Molecular Biology Unit,Tuesday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,Journal club,GMB 415 1.0,GMB,GMB 415 1.0 Journal club,4,,Lecture,NA,13:00-14:00,Honours,Biology
Genetics and Molecular Biology Unit,Wednesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Molecular diagnostics and therapeutics,GMB 412 2.0,GMB,GMB 412 2.0 Molecular diagnostics and therapeutics,4,,Lecture,Dr. Samawansha Tennakoon,08:00-09:45,Honours,Biology
Genetics and Molecular Biology Unit,Wednesday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,Scientific writing,GMB 407 1.0,GMB,GMB 407 1.0 Scientific writing,4,,Lecture,Dr. P. W. Jayatunga,13:00-14:00,Honours,Biology
Genetics and Molecular Biology Unit,Thursday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Tissue and Cell culture,GMB 413 2.0,GMB,GMB 413 2.0 Tissue and Cell culture,4,,Lecture,Dr. Samawansha Tennakoon Dr. Kasun M. Thambugala,08:00-09:45,Honours,Biology
Genetics and Molecular Biology Unit,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Stem cells and regenerative biology,GMB 403 1.0,GMB,GMB 403 1.0 Stem cells and regenerative biology,4,,Lecture,Prof. L.D.C. Peiris,10:15-12:00,Honours,Biology
Genetics and Molecular Biology Unit,Friday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Molecular and Cellular toxicology,GMB 411 2.0,GMB,GMB 411 2.0 Molecular and Cellular toxicology,4,,Lecture,Dr. Vindhya Kulasena,08:00-09:45,Honours,Biology
Mathematics,Monday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Principles of Micro Economics,MAN 102 2.0,MAN,MAN 102 2.0 Principles of Micro Economics,1,P1,Lecture,Prof.M.A.K.Sriyalatha,10:15-12:00,General,Physical/Biology
Mathematics,Thursday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Management process,MAN 104 2.0,MAN,MAN 104 2.0 Management process,1,C1,Lecture,Dr. Anuradha Iddagoda,13:00-15:00,General,Physical/Biology
Mathematics,Friday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,Methods of Operation Research 1,MAN 103 1.0,MAN,MAN 103 1.0 Methods of Operation Research 1,1,P1,Lecture,Mr. Chammika de Mel,08:00-08:50,General,Physical/Biology
Mathematics,Monday,1970-01-01T16:00:00Z,1970-01-01T18:00:00Z,Methods of Operational Research II,MAN 202 2.0,MAN,MAN 202 2.0 Methods of Operational Research II,2,NFC3,Lecture,Prof. S. M. Amarasena.,16:00-18:00,General,Physical/Biology
Mathematics,Tuesday,1970-01-01T16:00:00Z,1970-01-01T18:00:00Z,Fundamentals of Accounting for Business,MAN 203 1.0,MAN,MAN 203 1.0 Fundamentals of Accounting for Business,2,A1,Lecture,Dr. Kamal Gnanaweera.,16:00-18:00,General,Physical/Biology
Mathematics,Friday,1970-01-01T14:00:00Z,1970-01-01T16:00:00Z,Introduction to HRM,MAN 201 2.0,MAN,MAN 201 2.0 Introduction to HRM,2,A1,Lecture,Dr. Anuradha Iddagoda.,14:00-16:00,General,Physical/Biology
Mathematics,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Management Information Systems,MAN 303 1.0,MAN,MAN 303 1.0 Management Information Systems,3,C1,Lecture,Dr. Mahesh Fernando,10:15-12:00,General,Physical/Biology
Mathematics,Wednesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Fundamentals of Marketing,MAN 301 2.0,MAN,MAN 301 2.0 Fundamentals of Marketing,3,P1,Lecture,Dr. Kamal Gnanaweera.,13:00-15:00,General,Physical/Biology
Mathematics,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Forecasting,MAN 302 2.0,MAN,MAN 302 2.0 Forecasting,3,C1,Lecture,Dr. Anoma Edirimanna.,10:15-12:00,General,Physical/Biology
Mathematics,Monday,1970-01-01T13:00:00Z,1970-01-01T14:00:00Z,Complex Numbers and Vectors,MAT 113 1.0,MAT,MAT 113 1.0 Complex Numbers and Vectors,1,S1,Lecture,Mr. G. J. K. Silva,13:00-14:00,General,Physical
Mathematics,Wednesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Fundamentals of Logic and Set Theory,MAT 111 2.0,MAT,MAT 111 2.0 Fundamentals of Logic and Set Theory,1,S1,Lecture,Mr. K. K. W. A. Sarath Kumara,08:00-09:45,General,Physical
Mathematics,Wednesday,1970-01-01T16:00:00Z,1970-01-01T17:00:00Z,Mathematical Software I,MAT 119 0.0,MAT,MAT 119 0.0 Mathematical Software I,1,S1,Lecture,NA,16:00-17:00,General,Physical
Mathematics,Wednesday,1970-01-01T17:00:00Z,1970-01-01T17:45:00Z,Tutorial,MAT T,MAT,MAT T Tutorial,1,S1,Tutorial,NA,17:00-17:45,General,Physical
Mathematics,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Differential Equation,MAT 112 2.0,MAT,MAT 112 2.0 Differential Equations,1,S1,Lecture,Prof. R. P. K. C. M. Ranasinghe,10:15-12:00,General,Physical
Mathematics,Monday,1970-01-01T08:00:00Z,1970-01-01T08:50:00Z,Tutorial,MAT T,MAT,MAT T Tutorial,2,P1,Tutorial,NA,08:00-08:50,General,Physical
Mathematics,Monday,1970-01-01T08:55:00Z,1970-01-01T09:45:00Z,Tutorial,MAT T,MAT,MAT T Tutorial,2,S1,Tutorial,NA,08:55-09:45,General,Physical
Mathematics,Tuesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Numerical Methods,MAT 213 2.0,MAT,MAT 213 2.0 Numerical Methods,2,S1,Lecture,Dr. N. C. Ganegoda/ Mr.G.T.D.M. Premachandra,13:00-15:00,General,Physical
Mathematics,Wednesday,1970-01-01T16:00:00Z,1970-01-01T17:00:00Z,Tutorial,MAT T,MAT,MAT T Tutorial,2,NFC4,Tutorial,NA,16:00-17:00,General,Physical
Mathematics,Thursday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Real Analysis I,MAT 212 2.0,MAT,MAT 212 2.0 Real Analysis I,2,S1,Lecture,Dr. B. P. W. Fernando,08:00-09:45,General,Physical
Mathematics,Friday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Linear Algebra II,MAT 211 1.0,MAT,MAT 211 1.0 Linear Algebra II,2,S1,Lecture,Dr. M. Liyanage,08:00-09:45,General,Physical
Mathematics,Monday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Boolean Algebra and Switching Circuits,MAT 315 2.0,MAT,MAT 315 2.0 Boolean Algebra and Switching Circuits,3,S1,Lecture,Mrs. D. S. Rodrigo,10:15-12:00,General,Physical
Mathematics,Tuesday,1970-01-01T15:00:00Z,1970-01-01T17:00:00Z,Introduction to History of Mathematics,MAT 313 1.0,MAT,MAT 313 1.0 Introduction to History of Mathematics,3,P1,Lecture,Mr. G. J. K. Silva,15:00-17:00,General,Physical
Mathematics,Friday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Complex Analysis,MAT 311 2.0,MAT,MAT 311 2.0 Complex Analysis,3,C1,Lecture,Dr. B. V. N. C. Vidanage,08:00-08:50,General,Physical
Mathematics,Friday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Computer Programming,MAT 312 2.0,MAT,MAT 312 2.0 Computer Programming,3,S1,Lecture,Mrs. D. S. Rodrigo,13:00-15:00,General,Physical
Mathematics,Monday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Boolean Algebra and Switching Circuits,MAT 315 2.0,MAT,MAT 315 2.0 Boolean Algebra and Switching Circuits,3,M2,Lecture,Mrs. D. S. Rodrigo,10:15-12:00,Honours,Physical
Mathematics,Monday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Number Theory,MAT 352 2.0,MAT,MAT 352 2.0 Number Theory,3,M1,Lecture,Dr.J.N.Senadeera,13:00-15:00,Honours,Physical
Mathematics,Tuesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Group Theory,MAT 351 3.0,MAT,MAT 351 3.0 Group Theory,3,M2,Lecture,Dr.R.Sanjeewa,08:00-09:45,Honours,Physical
Mathematics,Tuesday,1970-01-01T13:00:00Z,1970-01-01T16:00:00Z,History Of Mathematics,MAT 354 3.0,MAT,MAT 354 3.0 History Of Mathematics,3,M1,Lecture,Dr.J.N.Senadeera,13:00-16:00,Honours,Physical
Mathematics,Wednesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Real Analysis,MAT 376 3.0,MAT,MAT 376 3.0 Real Analysis,3,M2,Lecture,Dr.E.P.Silva,08:00-09:45,Honours,Physical
Mathematics,Wednesday,1970-01-01T14:00:00Z,1970-01-01T16:00:00Z,Probability Theory 1,MAT 359 2.0,MAT,MAT 359 2.0 Probability Theory 1,3,M2,Lecture,Dr.E.P.S.Silva,14:00-16:00,Honours,Physical
Mathematics,Thursday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Real Analysis,MAT 376 3.0,MAT,MAT 376 3.0 Real Analysis,3,SRL,Lecture,Dr.E.P.S.Silva,08:00-09:45,Honours,Physical
Mathematics,Thursday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Group Theory,MAT 351 3.0,MAT,MAT 351 3.0 Group Theory,3,M2,Lecture,Dr.R.Sanjeewa,10:15-12:00,Honours,Physical
Mathematics,Friday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Probability Theory 1,MAT 359 2.0,MAT,MAT 359 2.0 Probability Theory 1,3,SRL,Lecture,Dr.E.P.S.Silva,08:00-09:45,Honours,Physical
Mathematics,Friday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Applicable Mathematics,AMT 311 2.0,AMT,AMT 311 2.0 Applicable Mathematics (O),3,M2,Lecture,Mr.G.T.D.M. Premachandra,10:15-12:00,General,Physical
Mathematics,Friday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Applicable Mathematics,MAT 356 2.0,MAT,MAT 356 2.0 Applicable Mathematics,3,M3,Lecture,Mr.G.T.D.M.Premachandra,10:15-12:00,Honours,Physical
Mathematics,Monday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Mathematics of Machine Learning,MAT 457 2.0,MAT,MAT 457 2.0 Mathematics of Machine Learning,4,SRL,Lecture,Dr. E. P. S. Silva,10:15-12:00,Honours,Physical
Mathematics,Tuesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Measure Theory,MAT 452 3.0,MAT,MAT 452 3.0 Measure Theory,4,M1,Lecture,Dr. B. P. W. Fernando,08:00-09:45,Honours,Physical
Mathematics,Tuesday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,Measure Theory,MAT 452 3.0,MAT,MAT 452 3.0 Measure Theory,4,M2,Lecture,Dr. B. P. W. Fernando,10:15-11:05,Honours,Physical
Mathematics,Wednesday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Module Theory,MAT 477 2.0,MAT,MAT 477 2.0 Module Theory,4,M1,Lecture,Dr. M. Liyange,08:00-09:45,Honours,Physical
Mathematics,Wednesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Actuarial Mathematics,MAT455 2.0,MAT,MAT455 2.0 Actuarial Mathematics,4,P1,Lecture,Dr. M. T. M. Perera,10:15-12:00,Honours,Physical
Mathematics,Thursday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,An Introduction to Answer Set Prolog,AMT 358 2.0,AMT,AMT 358 2.0 An Introduction to Answer Set Prolog,4,SRL,Lecture,Dr. R. N. P. De Silva,13:00-15:00,Honours,Physical
Mathematics,Friday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Optimization,MAT 453 3.0,MAT,MAT 453 3.0 Optimization,4,M1,Lecture,Dr. N. C. Ganegoda,08:00-09:45,Honours,Physical
Mathematics,Friday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,Optimization,MAT 453 3.0,MAT,MAT 453 3.0 Optimization,4,M1,Lecture,Dr. N. C. Ganegoda,10:15-11:05,Honours,Physical
Mathematics,Friday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Applicable Mathematics,AMT 311 2.0,AMT,AMT 311 2.0 Applicable Mathematics (O),3,M2,Lecture,Dr.B.P.W.Fernando,10:15-12:00,Honours,Physical
Mathematics,Monday,1970-01-01T14:00:00Z,1970-01-01T16:00:00Z,Financial Mathematics,AMT 113 1.0,AMT,AMT 113 1.0 Financial Mathematics,1,S1,Lecture,Dr. M. T. M. Perera,14:00-16:00,General,Physical
Mathematics,Tuesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Mathematical Statistics I,AMT 112 2.0,AMT,AMT 112 2.0 Mathematical Statistics I,1,C2,Lecture,Mr. Chammika De Mel,10:15-12:00,General,Physical
Mathematics,Wednesday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Analytical Geometry,AMT 111 2.0,AMT,AMT 111 2.0 Analytical Geometry,1,M1,Lecture,Dr.P.G.T.Harshani,13.00-15.00,General,Physical
Mathematics,Monday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Mathematical Statistics II,AMT 212 2.0,AMT,AMT 212 2.0 Mathematical Statistics II,2,M1,Lecture,Mr. Chammika De Mel,13.00-15.00,General,Physical
Mathematics,Tuesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Design and Analysis of Algorithms,AMT 211 2.0,AMT,AMT 211 2.0 Design and Analysis of Algorithms,2,NFC6,Lecture,Dr. G.H.J. Lanel,10:15-12:00,General,Physical
Mathematics,Friday,1970-01-01T10:15:00Z,1970-01-01T11:05:00Z,Introduction to Geometrical Transformations,AMT 213 1.0,AMT,AMT 213 1.0 Introduction to Geometrical Transformations,2,B3,Lecture,Mr. K. K. W. A. Sarath Kumara,10:15-11:05,General,Physical
Mathematics,Friday,1970-01-01T10:13:00Z,1970-01-01T14:00:00Z,Tutorial,AMT T,AMT,AMT T Tutorial,2,B3,Tutorial,NA,13.00-14.00,General,Physical
Mathematics,Monday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Computational Discrete Mathematics (O),AMT 313 1.0,AMT,AMT 313 1.0 Computational Discrete Mathematics (O),3,MCL,Lecture,Mrs. D. S. Rodrigo,08:00-09:45,General,Physical
Mathematics,Wednesday,1970-01-01T10:15:00Z,1970-01-01T12:00:00Z,Actuarial Science,AMT 312 2.0,AMT,AMT 312 2.0 Actuarial Science (O),3,P1,Lecture,Dr. M. T. M. Perera,10:15-12:00,General,Physical
Mathematics,Thursday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Tutorial,AMT T,AMT,AMT T Tutorial,3,P1,Tutorial,NA,13.00-15.00,General,Physical
Mathematics,Friday,1970-01-01T13:00:00Z,1970-01-01T15:00:00Z,Cryptography,AMT 351 2.0,AMT,AMT 351 2.0 Cryptography,3,M2,Lecture,Dr.J.K.Rathnayake,13.00-15.00,Honours,Physical
Mathematics,Monday,1970-01-01T08:00:00Z,1970-01-01T09:45:00Z,Applied Mathematical Technique,AMT 453 2.0,AMT,AMT 453 2.0 Applied Mathematical Technique,4,M1,Lecture,Dr. P. G. T. Harshani,08:00-09:45,Honours,Physical
